,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipAccumulation,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
181,39.35,0.73,12.51,0.33,partly-cloudy-day,0.0,0.0,0.0,1033.1,Mostly Cloudy,39.35,1420743600,3,9.997,176.0,4.78,0.69
182,40.34,0.74,14.08,0.34,partly-cloudy-day,0.0,0.0,0.0,1032.2,Mostly Cloudy,40.34,1420747200,2,9.997,269.0,4.19,2.2
183,40.8,0.97,13.35,0.32,cloudy,0.0,0.0014,0.01,1030.8,Overcast,40.8,1420750800,1,9.997,194.0,3.58,0.51
184,41.23,0.97,15.08,0.34,cloudy,0.0,0.0,0.0,1029.9,Overcast,41.23,1420754400,1,9.997,108.0,3.27,2.08
185,40.8,0.98,17.25,0.38,cloudy,0.0,0.0,0.0,1029.7,Overcast,40.8,1420758000,0,9.997,168.0,2.85,2.05
186,36.9,0.98,20.73,0.46,cloudy,0.0,0.0,0.0,1029.3,Overcast,40.03,1420761600,0,9.997,133.0,4.52,4.52
187,35.17,0.97,21.94,0.5,cloudy,0.0,0.0,0.0,1028.9,Overcast,39.07,1420765200,0,9.997,141.0,5.26,5.26
188,36.18,0.97,23.4,0.54,cloudy,0.0,0.0,0.0,1028.5,Overcast,38.76,1420768800,0,9.997,158.0,4.21,3.71
189,35.22,0.74,25.83,0.61,partly-cloudy-night,0.0,0.0,0.0,1028.5,Mostly Cloudy,38.26,1420772400,0,9.997,170.0,4.09,4.09
190,35.59,0.74,29.01,0.7,partly-cloudy-night,0.0,0.0,0.0,1028.3,Mostly Cloudy,38.05,1420776000,0,9.033,171.0,3.92,3.5
191,37.95,0.75,30.24,0.74,rain,0.0,0.0071,0.71,1028.2,Drizzle,37.95,1420779600,0,9.997,190.0,1.88,1.88
192,38.72,1.0,30.88,0.73,cloudy,0.0,0.0017,0.18,1028.1,Overcast,38.72,1420783200,0,9.997,141.0,0.54,0.05
193,38.93,1.0,31.64,0.75,cloudy,0.0,0.0004,0.11,1028.1,Overcast,38.93,1420786800,0,9.997,59.0,0.58,0.02
194,39.56,1.0,32.5,0.76,cloudy,0.0,0.0005,0.11,1028.2,Overcast,39.56,1420790400,0,9.997,3.0,0.98,0.14
195,37.57,1.0,33.62,0.79,cloudy,0.0,0.0005,0.09,1028.0,Overcast,39.52,1420794000,0,9.997,42.0,3.22,3.22
196,36.63,1.0,34.38,0.82,cloudy,0.0,0.0,0.0,1028.1,Overcast,39.33,1420797600,0,9.029,32.0,3.91,3.91
197,36.09,1.0,33.82,0.81,cloudy,0.0,0.0,0.0,1028.4,Overcast,39.07,1420801200,0,9.033,30.0,4.16,4.16
198,36.04,1.0,34.27,0.85,cloudy,0.0,0.0009,0.15,1028.7,Overcast,38.31,1420804800,0,7.046,31.0,3.35,3.35
199,35.4,1.0,34.3,0.87,rain,0.0,0.011000000000000001,0.94,1029.7,Drizzle,37.93,1420808400,0,7.02,31.0,3.54,3.54
200,33.31,1.0,34.83,0.89,rain,0.0,0.0278,0.97,1030.7,Light Rain,37.77,1420812000,0,4.939,39.0,5.7,5.7
201,32.26,1.0,35.5,0.94,rain,0.0,0.0088,0.96,1031.7,Drizzle,37.15,1420815600,1,2.033,29.0,6.66,6.14
202,32.95,1.0,36.34,0.93,cloudy,0.0,0.0016,0.24,1033.5,Overcast,38.31,1420819200,2,2.113,31.0,9.14,7.25
203,31.69,1.0,34.34,0.87,cloudy,0.0,0.0002,0.04,1032.2,Overcast,37.99,1420822800,2,9.981,22.0,11.8,8.85
204,32.93,1.0,33.63,0.82,cloudy,0.0,0.0,0.0,1031.7,Overcast,38.55,1420826400,3,9.976,23.0,14.45,7.79
205,32.95,1.0,32.89,0.82,cloudy,0.0,0.0014,0.15,1030.9,Overcast,37.91,1420830000,3,9.985,22.0,9.19,6.48
206,31.77,1.0,33.15,0.84,cloudy,0.0,0.0039,0.18,1030.6,Overcast,37.62,1420833600,2,6.959,13.0,7.85,7.85
207,31.44,1.0,33.43,0.85,cloudy,0.0,0.0024,0.13,1030.6,Overcast,37.41,1420837200,1,9.886000000000001,12.0,9.23,7.99
208,30.35,1.0,32.7,0.84,cloudy,0.0,0.0007,0.05,1031.0,Overcast,37.09,1420840800,1,9.91,20.0,9.68,9.34
209,30.93,1.0,32.29,0.83,cloudy,0.0,0.0006,0.04,1031.9,Overcast,36.94,1420844400,0,9.878,18.0,10.43,7.88
210,31.05,1.0,32.07,0.83,cloudy,0.0,0.0002,0.03,1032.4,Overcast,36.77,1420848000,0,9.981,3.0,9.01,7.32
211,32.36,1.0,31.99,0.83,cloudy,0.0,0.0,0.0,1033.0,Overcast,36.71,1420851600,0,9.981,12.0,9.62,5.3
212,32.08,1.0,32.16,0.83,cloudy,0.0,0.0,0.0,1033.6,Overcast,36.97,1420855200,0,9.981,4.0,6.67,6.1
213,33.01,1.0,32.22,0.82,cloudy,0.0,0.0,0.0,1033.6,Overcast,37.16,1420858800,0,9.988999999999999,3.0,6.21,5.15
214,33.19,1.0,32.62,0.84,cloudy,0.0,0.0011,0.1,1033.3,Overcast,36.97,1420862400,0,9.988999999999999,13.0,6.09,4.68
215,32.77,1.0,31.33,0.79,rain,0.0,0.0086,0.67,1033.1,Drizzle,37.18,1420866000,0,9.988999999999999,39.0,5.5,5.5
216,34.25,1.0,31.64,0.8,cloudy,0.0,0.0008,0.13,1032.6,Overcast,37.27,1420869600,0,9.985,20.0,4.35,3.91
217,35.2,1.0,31.03,0.76,cloudy,0.0,0.0,0.0,1032.3,Overcast,37.92,1420873200,0,9.985,14.0,4.32,3.72
218,35.19,1.0,30.49,0.74,cloudy,0.0,0.0,0.0,1032.6,Overcast,38.03,1420876800,0,9.985,22.0,4.46,3.85
219,35.7,1.0,30.45,0.74,cloudy,0.0,0.0,0.0,1032.4,Overcast,38.04,1420880400,0,9.985,24.0,4.92,3.38
220,34.0,1.0,30.33,0.73,cloudy,0.0,0.0,0.0,1032.0,Overcast,38.28,1420884000,0,9.985,32.0,5.58,5.58
221,34.44,1.0,29.57,0.69,cloudy,0.0,0.0,0.0,1031.6,Overcast,38.76,1420887600,0,9.985,48.0,5.96,5.78
222,34.31,1.0,28.79,0.67,cloudy,0.0,0.0,0.0,1031.3,Overcast,38.83,1420891200,0,9.985,41.0,6.9,6.08
223,34.33,1.0,27.85,0.64,cloudy,0.0,0.0,0.0,1031.6,Overcast,38.83,1420894800,0,9.985,59.0,7.24,6.06
224,33.5,1.0,26.18,0.6,cloudy,0.0,0.0,0.0,1031.6,Overcast,38.98,1420898400,0,9.997,61.0,8.18,7.7
225,33.19,1.0,25.7,0.58,cloudy,0.0,0.0,0.0,1032.2,Overcast,39.08,1420902000,1,9.997,61.0,8.54,8.54
226,35.96,1.0,24.91,0.55,cloudy,0.0,0.0,0.0,1033.1,Overcast,39.92,1420905600,2,9.997,79.0,7.05,5.56
227,37.94,1.0,25.08,0.53,cloudy,0.0,0.0,0.0,1032.7,Overcast,40.67,1420909200,2,9.997,69.0,4.89,4.17
228,38.42,1.0,25.8,0.55,cloudy,0.0,0.0,0.0,1031.7,Overcast,40.67,1420912800,3,9.985,74.0,4.72,3.66
229,36.57,1.0,30.6,0.7,rain,0.0,0.0142,0.87,1030.1,Drizzle,39.42,1420916400,3,6.002000000000001,75.0,4.08,4.08
230,35.3,1.0,32.39,0.8,rain,0.0,0.0253,0.98,1029.3,Light Rain,37.86,1420920000,2,7.0089999999999995,48.0,3.56,3.56
231,33.47,1.0,32.82,0.82,rain,0.0,0.0206,0.95,1029.0,Light Rain,37.78,1420923600,1,8.039,49.0,5.51,5.51
232,33.18,0.76,33.46,0.85,rain,0.0,0.0107,0.93,1028.8,Drizzle,37.69,1420927200,1,7.023,49.0,6.16,5.76
233,32.91,1.0,34.1,0.87,rain,0.0,0.0051,0.34,1028.5,Possible Drizzle,37.54,1420930800,0,9.912,33.0,6.66,5.89
234,31.63,1.0,34.73,0.9,rain,0.0,0.0166,0.93,1027.6,Light Rain,37.52,1420934400,0,9.997,41.0,7.89,7.89
235,33.15,1.0,34.76,0.89,cloudy,0.0,0.0014,0.21,1028.3,Overcast,37.62,1420938000,0,9.977,59.0,5.69,5.67
236,34.39,1.0,34.34,0.85,cloudy,0.0,0.0,0.0,1028.3,Overcast,38.35,1420941600,0,9.997,42.0,6.26,5.18
237,33.8,1.0,34.34,0.85,cloudy,0.0,0.0,0.0,1027.7,Overcast,38.58,1420945200,0,9.997,32.0,6.94,6.41
238,35.48,1.0,34.4,0.84,cloudy,0.0,0.0,0.0,1027.6,Overcast,38.87,1420948800,0,9.997,51.0,5.24,4.6
239,34.67,1.0,34.59,0.82,cloudy,0.0,0.0,0.0,1026.0,Overcast,39.51,1420952400,0,9.997,51.0,6.79,6.79
240,35.65,1.0,35.45,0.86,cloudy,0.0,0.0011,0.13,1025.5,Overcast,39.3,1420956000,0,9.997,78.0,5.34,4.99
241,35.59,1.0,36.17,0.89,rain,0.0,0.0088,0.82,1024.5,Drizzle,39.24,1420959600,0,9.993,60.0,5.05,4.98
242,37.03,1.0,36.9,0.89,cloudy,0.0,0.0008,0.14,1024.3,Overcast,39.94,1420963200,0,9.997,50.0,4.58,4.23
243,36.09,1.0,37.2,0.89,cloudy,0.0,0.0002,0.05,1023.4,Overcast,40.14,1420966800,0,9.997,51.0,5.75,5.75
244,35.6,1.0,37.96,0.9,rain,0.0,0.0067,0.6,1022.2,Possible Drizzle,40.78,1420970400,0,8.976,52.0,7.9,7.9
245,36.23,1.0,39.06,0.93,cloudy,0.0,0.0004,0.07,1021.4,Overcast,41.07,1420974000,0,6.902,58.0,7.34,7.34
246,38.83,1.0,40.44,0.94,rain,0.0,0.0393,0.88,1022.0,Light Rain,42.04,1420977600,0,2.985,50.0,7.89,5.05
247,38.62,1.0,41.12,0.97,rain,0.0,0.1004,0.98,1022.9,Rain,42.01,1420981200,0,2.1069999999999998,46.0,7.17,5.28
248,39.59,1.0,40.76,0.93,rain,0.0,0.0701,0.96,1023.5,Light Rain,42.5,1420984800,0,2.144,313.0,4.76,4.76
249,38.79,1.0,40.87,0.94,rain,0.0,0.0509,0.98,1022.4,Light Rain,42.59,1420988400,1,2.031,46.0,6.28,6.08
250,38.47,1.0,41.15,0.94,rain,0.0,0.0896,0.97,1023.2,Light Rain,42.88,1420992000,2,2.144,351.0,7.26,7.26
251,40.83,1.0,41.99,0.95,rain,0.0,0.0588,0.94,1022.9,Light Rain,43.26,1420995600,2,2.082,21.0,5.3,4.31
252,42.71,1.0,42.88,0.95,rain,0.0,0.0425,0.98,1021.5,Light Rain,44.29,1420999200,3,0.613,31.0,3.86,3.51
253,45.17,1.0,43.91,0.95,rain,0.0,0.0243,0.95,1020.5,Light Rain,45.17,1421002800,3,0.5820000000000001,19.0,1.88,1.88
254,46.34,1.0,44.78,0.94,rain,0.0,0.0467,0.95,1019.8,Light Rain,46.34,1421006400,2,1.547,1.0,1.88,1.88
255,47.27,1.0,45.92,0.95,rain,0.0,0.0052,0.32,1019.4,Possible Drizzle,47.27,1421010000,2,5.912999999999999,330.0,1.25,0.08
256,47.61,1.0,46.43,0.96,cloudy,0.0,0.0013,0.11,1019.5,Overcast,47.61,1421013600,1,4.977,309.0,0.71,0.04
257,47.85,1.0,46.58,0.95,cloudy,0.0,0.0003,0.04,1019.8,Overcast,47.85,1421017200,0,4.01,307.0,0.75,0.09
258,47.65,1.0,46.51,0.96,fog,0.0,0.0002,0.02,1020.3,Foggy,47.65,1421020800,0,1.517,271.0,1.92,1.92
259,47.68,1.0,46.52,0.96,fog,0.0,0.0,0.0,1020.4,Foggy,47.68,1421024400,0,1.505,295.0,0.87,0.09
260,47.8,1.0,46.57,0.95,fog,0.0,0.0004,0.06,1021.1,Foggy,47.8,1421028000,0,1.518,297.0,0.77,0.08
261,47.85,1.0,46.57,0.95,fog,0.0,0.001,0.14,1021.4,Foggy,47.85,1421031600,0,1.4980000000000002,291.0,0.43,0.05
262,48.04,1.0,46.59,0.95,fog,0.0,0.0006,0.12,1021.9,Foggy,48.04,1421035200,0,1.5030000000000001,274.0,1.2,0.19
263,46.92,1.0,46.5,0.95,fog,0.0,0.0007,0.09,1022.0,Foggy,47.78,1421038800,0,1.51,280.0,3.26,3.26
264,46.91,1.0,46.31,0.98,fog,0.0,0.0003,0.05,1021.7,Foggy,46.91,1421042400,0,0.782,290.0,2.87,2.87
265,45.38,1.0,45.64,0.96,fog,0.0,0.0,0.0,1021.6,Foggy,46.64,1421046000,0,1.855,291.0,3.52,3.52
266,44.29,1.0,44.77,0.94,fog,0.0,0.0,0.0,1021.9,Foggy,46.32,1421049600,0,1.869,299.0,4.43,4.43
267,45.62,1.0,44.1,0.94,fog,0.0,0.0,0.0,1021.8,Foggy,45.62,1421053200,0,1.847,315.0,3.35,2.95
268,42.82,1.0,43.76,0.96,fog,0.0,0.0,0.0,1021.9,Foggy,44.89,1421056800,0,1.7919999999999998,301.0,4.18,4.18
269,42.72,1.0,43.54,0.97,fog,0.0,0.0,0.0,1022.0,Foggy,44.42,1421060400,0,1.78,311.0,3.99,3.66
270,41.73,1.0,43.28,0.98,fog,0.0,0.0,0.0,1022.8,Foggy,43.89,1421064000,0,0.335,341.0,4.19,4.1
271,41.21,1.0,42.73,0.97,fog,0.0,0.0,0.0,1023.8,Foggy,43.4,1421067600,0,0.36700000000000005,350.0,4.04,4.04
272,42.06,1.0,42.8,0.96,fog,0.0,0.0,0.0,1024.3,Foggy,43.93,1421071200,0,0.304,352.0,4.47,3.77
273,40.85,1.0,42.91,0.94,fog,0.0,0.0,0.0,1025.1,Foggy,44.49,1421074800,1,0.607,26.0,6.43,6.43
274,41.57,1.0,43.22,0.94,fog,0.0,0.0,0.0,1025.7,Foggy,44.91,1421078400,2,1.639,356.0,8.74,6.05
275,41.51,1.0,44.03,0.94,cloudy,0.0,0.0,0.0,1026.2,Overcast,45.76,1421082000,2,3.1210000000000004,0.0,9.21,8.2
276,42.46,1.0,44.13,0.92,cloudy,0.0,0.0,0.0,1025.6,Overcast,46.45,1421085600,3,7.026,0.0,9.23,7.96
277,42.29,1.0,44.18,0.91,cloudy,0.0,0.0,0.0,1024.7,Overcast,46.74,1421089200,3,8.038,8.0,9.6,9.22
278,44.09,1.0,44.1,0.88,cloudy,0.0,0.0,0.0,1024.6,Overcast,47.52,1421092800,2,9.985,0.0,8.16,7.24
279,44.6,1.0,43.42,0.84,cloudy,0.0,0.0,0.0,1024.3,Overcast,48.14,1421096400,2,9.985,336.0,8.58,7.77
280,42.83,1.0,42.57,0.83,cloudy,0.0,0.0,0.0,1024.6,Overcast,47.52,1421100000,1,9.985,351.0,10.38,10.38
281,42.98,1.0,41.64,0.83,cloudy,0.0,0.0,0.0,1025.2,Overcast,46.67,1421103600,0,9.985,9.0,10.51,7.4
282,42.97,1.0,41.44,0.82,cloudy,0.0,0.0,0.0,1025.5,Overcast,46.52,1421107200,0,9.997,352.0,9.51,7.05
283,42.58,1.0,41.14,0.82,cloudy,0.0,0.0,0.0,1026.3,Overcast,46.35,1421110800,0,9.997,0.0,11.1,7.44
284,39.27,1.0,39.89,0.82,cloudy,0.0,0.0,0.0,1026.9,Overcast,45.12,1421114400,0,9.997,2.0,12.04,12.04
285,42.53,1.0,40.29,0.83,cloudy,0.0,0.0,0.0,1027.1,Overcast,45.09,1421118000,0,9.997,350.0,7.92,4.89
286,41.43,1.0,40.44,0.84,cloudy,0.0,0.0,0.0,1027.7,Overcast,44.97,1421121600,0,9.997,8.0,8.05,6.43
287,40.49,1.0,41.22,0.86,cloudy,0.0,0.0,0.0,1027.6,Overcast,45.08,1421125200,0,9.997,1.0,9.13,8.64
288,40.72,1.0,41.43,0.87,cloudy,0.0,0.0,0.0,1027.7,Overcast,45.13,1421128800,0,9.997,0.0,8.36,8.24
289,41.82,1.0,41.54,0.86,cloudy,0.0,0.0,0.0,1027.0,Overcast,45.41,1421132400,0,9.997,10.0,8.63,6.68
290,42.86,1.0,42.28,0.88,cloudy,0.0,0.0,0.0,1027.4,Overcast,45.67,1421136000,0,9.997,0.0,6.88,5.41
291,42.25,1.0,42.25,0.88,cloudy,0.0,0.0,0.0,1027.4,Overcast,45.71,1421139600,0,9.972000000000001,0.0,8.49,6.54
292,41.46,1.0,42.66,0.92,cloudy,0.0,0.0,0.0,1028.0,Overcast,44.98,1421143200,0,7.979,342.0,7.04,6.39
293,41.05,1.0,42.09,0.91,cloudy,0.0,0.0,0.0,1027.9,Overcast,44.53,1421146800,0,9.997,2.0,8.33,6.17
294,39.35,1.0,41.34,0.89,cloudy,0.0,0.0013,0.14,1027.7,Overcast,44.31,1421150400,0,8.987,10.0,9.1,9.1
295,38.19,1.0,41.01,0.92,rain,0.0,0.0244,0.88,1028.9,Light Rain,43.16,1421154000,0,7.077000000000001,359.0,8.52,8.52
296,38.07,1.0,40.81,0.92,rain,0.0,0.0153,0.91,1029.2,Drizzle,42.83,1421157600,0,9.943,18.0,9.4,7.94
297,37.4,1.0,40.73,0.92,cloudy,0.0,0.0013,0.19,1028.9,Overcast,42.75,1421161200,1,9.955,2.0,14.43,9.18
298,39.34,1.0,40.85,0.91,cloudy,0.0,0.0,0.0,1029.7,Overcast,43.37,1421164800,2,9.954,11.0,9.79,6.76
299,39.67,1.0,40.81,0.88,cloudy,0.0,0.0,0.0,1029.8,Overcast,44.06,1421168400,2,9.997,12.0,8.79,7.71
300,40.41,1.0,40.95,0.88,cloudy,0.0,0.0,0.0,1029.3,Overcast,44.13,1421172000,3,9.997,10.0,6.49,6.46
301,41.07,1.0,40.37,0.85,cloudy,0.0,0.0,0.0,1028.5,Overcast,44.48,1421175600,3,9.982999999999999,359.0,7.24,6.04
302,42.14,1.0,40.47,0.84,cloudy,0.0,0.0,0.0,1027.3,Overcast,45.07,1421179200,2,9.997,351.0,6.96,5.43
303,41.74,1.0,40.43,0.83,cloudy,0.0,0.0,0.0,1026.9,Overcast,45.34,1421182800,2,9.997,9.0,7.53,6.69
304,43.44,1.0,39.93,0.81,cloudy,0.0,0.0,0.0,1027.0,Overcast,45.34,1421186400,1,9.997,359.0,6.32,4.06
305,42.08,1.0,39.71,0.83,cloudy,0.0,0.0,0.0,1027.0,Overcast,44.7,1421190000,0,9.974,15.0,7.46,4.88
306,40.86,1.0,39.51,0.83,cloudy,0.0,0.0,0.0,1027.3,Overcast,44.23,1421193600,0,10.0,9.0,6.57,5.88
307,40.07,1.0,38.86,0.82,cloudy,0.0,0.0,0.0,1027.6,Overcast,43.91,1421197200,0,9.024,19.0,6.74,6.59
308,40.9,1.0,38.5,0.82,cloudy,0.0,0.0,0.0,1028.0,Overcast,43.61,1421200800,0,9.024,23.0,6.93,4.74
309,41.13,1.0,38.08,0.82,cloudy,0.0,0.0,0.0,1028.3,Overcast,43.13,1421204400,0,9.997,21.0,5.26,3.77
310,43.13,1.0,38.03,0.82,cloudy,0.0,0.0,0.0,1028.4,Overcast,43.13,1421208000,0,9.997,20.0,3.88,2.91
311,41.11,1.0,38.38,0.84,cloudy,0.0,0.0,0.0,1028.0,Overcast,43.01,1421211600,0,9.997,16.0,3.89,3.65
312,41.57,1.0,38.28,0.83,cloudy,0.0,0.0,0.0,1027.7,Overcast,42.99,1421215200,0,9.024,23.0,4.28,3.17
313,40.43,1.0,38.06,0.83,cloudy,0.0,0.0,0.0,1027.4,Overcast,42.72,1421218800,0,9.024,21.0,5.2,4.03
314,39.11,1.0,37.38,0.83,cloudy,0.0,0.0,0.0,1027.3,Overcast,42.23,1421222400,0,9.014,21.0,4.98,4.98
315,38.54,1.0,36.61,0.81,cloudy,0.0,0.0,0.0,1027.3,Overcast,41.87,1421226000,0,9.014,37.0,5.18,5.18
316,37.32,1.0,36.43,0.82,cloudy,0.0,0.0,0.0,1026.9,Overcast,41.65,1421229600,0,9.997,29.0,6.67,6.67
317,36.01,1.0,35.9,0.82,cloudy,0.0,0.0,0.0,1026.5,Overcast,41.01,1421233200,0,9.997,13.0,7.63,7.63
318,37.34,1.0,35.51,0.81,cloudy,0.0,0.0,0.0,1027.0,Overcast,41.0,1421236800,0,9.997,28.0,6.69,5.41
319,37.48,1.0,34.89,0.78,cloudy,0.0,0.0,0.0,1027.2,Overcast,41.07,1421240400,0,9.997,12.0,5.33,5.33
320,37.87,1.0,35.33,0.8,cloudy,0.0,0.0,0.0,1027.6,Overcast,41.06,1421244000,0,9.997,12.0,5.6,4.8
321,37.06,1.0,35.63,0.79,cloudy,0.0,0.0,0.0,1027.5,Overcast,41.56,1421247600,1,9.997,11.0,6.92,6.92
322,37.62,1.0,34.49,0.74,cloudy,0.0,0.0,0.0,1027.9,Overcast,42.11,1421251200,2,9.985,12.0,7.49,7.11
323,38.36,1.0,33.88,0.71,cloudy,0.0,0.0,0.0,1027.9,Overcast,42.63,1421254800,2,9.985,30.0,6.91,6.91
324,40.1,1.0,33.58,0.68,cloudy,0.0,0.0,0.0,1026.7,Overcast,43.41,1421258400,3,9.985,38.0,6.16,5.55
325,41.19,1.0,32.15,0.64,cloudy,0.0,0.0,0.0,1025.7,Overcast,43.46,1421262000,3,9.985,4.0,5.27,4.15
326,41.99,1.0,32.57,0.64,cloudy,0.0,0.0,0.0,1024.5,Overcast,44.15,1421265600,2,9.985,353.0,5.7,4.14
327,41.48,1.0,32.59,0.64,cloudy,0.0,0.0,0.0,1024.5,Overcast,43.94,1421269200,2,9.985,10.0,4.86,4.48
328,41.76,1.0,32.09,0.63,cloudy,0.0,0.0,0.0,1024.2,Overcast,43.78,1421272800,1,9.985,9.0,4.21,3.92
329,39.66,1.0,33.13,0.67,cloudy,0.0,0.0,0.0,1023.7,Overcast,43.16,1421276400,0,9.997,1.0,5.78,5.78
330,40.46,1.0,32.17,0.65,cloudy,0.0,0.0,0.0,1024.3,Overcast,43.03,1421280000,0,9.997,351.0,5.13,4.42
331,40.08,1.0,32.26,0.66,cloudy,0.0,0.0,0.0,1024.8,Overcast,42.95,1421283600,0,9.985,350.0,4.8,4.8
332,40.8,1.0,32.26,0.66,cloudy,0.0,0.0,0.0,1025.2,Overcast,42.85,1421287200,0,9.985,7.0,4.6,3.8
333,40.01,1.0,32.53,0.67,cloudy,0.0,0.0,0.0,1025.2,Overcast,42.74,1421290800,0,9.985,18.0,5.05,4.56
334,38.93,1.0,33.22,0.7,cloudy,0.0,0.0,0.0,1025.5,Overcast,42.13,1421294400,0,9.985,353.0,5.17,5.06
335,36.23,1.0,35.68,0.83,cloudy,0.0,0.0002,0.03,1025.9,Overcast,40.5,1421298000,0,8.038,352.0,6.19,6.19
336,35.98,1.0,36.6,0.89,cloudy,0.0,0.0002,0.05,1025.0,Overcast,39.51,1421301600,0,8.059,17.0,5.51,4.89
337,36.89,1.0,36.69,0.9,cloudy,0.0,0.0005,0.08,1025.3,Overcast,39.49,1421305200,0,6.0089999999999995,350.0,5.54,3.84
338,36.41,1.0,36.8,0.89,cloudy,0.0,0.0011,0.15,1024.9,Overcast,39.63,1421308800,0,7.0089999999999995,0.0,4.55,4.55
339,35.49,1.0,36.79,0.91,cloudy,0.0,0.0006,0.1,1024.4,Overcast,39.28,1421312400,0,7.057,0.0,5.17,5.17
340,39.77,1.0,36.74,0.89,cloudy,0.0,0.0006,0.09,1024.4,Overcast,39.77,1421316000,0,7.021,2.0,3.14,2.9
341,37.41,1.0,36.8,0.89,cloudy,0.0,0.0004,0.07,1023.7,Overcast,39.91,1421319600,0,7.087999999999999,0.0,3.79,3.79
342,37.37,1.0,37.26,0.9,cloudy,0.0,0.0,0.0,1024.5,Overcast,40.02,1421323200,0,7.087999999999999,351.0,5.21,3.97
343,37.86,0.99,36.28,0.84,cloudy,0.0,0.001,0.14,1025.1,Overcast,40.74,1421326800,0,7.099,359.0,4.36,4.36
344,38.01,0.99,36.31,0.85,rain,0.0,0.0035,0.31,1025.4,Possible Drizzle,40.42,1421330400,0,9.985,351.0,4.0,3.78
345,39.06,0.74,36.46,0.81,partly-cloudy-day,0.0,0.0018,0.2,1026.4,Mostly Cloudy,41.78,1421334000,1,9.985,331.0,4.92,4.37
346,39.52,0.74,36.0,0.74,partly-cloudy-day,0.0,0.0003,0.11,1027.1,Mostly Cloudy,43.72,1421337600,2,9.985,342.0,9.78,7.19
347,41.56,0.73,35.39,0.67,partly-cloudy-day,0.0,0.0,0.0,1027.5,Mostly Cloudy,45.55,1421341200,3,9.985,351.0,10.21,7.55
348,43.46,0.73,36.54,0.66,partly-cloudy-day,0.0,0.0,0.0,1026.6,Mostly Cloudy,47.32,1421344800,3,9.997,359.0,9.7,8.09
349,46.83,0.73,36.86,0.61,partly-cloudy-day,0.0,0.0,0.0,1025.5,Mostly Cloudy,49.55,1421348400,3,9.997,8.0,9.21,6.62
350,51.66,0.73,37.06,0.57,partly-cloudy-day,0.0,0.0,0.0,1024.8,Mostly Cloudy,51.66,1421352000,3,9.997,342.0,14.23,7.19
351,52.89,0.73,37.76,0.56,partly-cloudy-day,0.0,0.0,0.0,1024.4,Mostly Cloudy,52.89,1421355600,2,9.997,332.0,8.35,4.54
352,53.82,0.73,37.74,0.54,partly-cloudy-day,0.0,0.0,0.0,1024.7,Mostly Cloudy,53.82,1421359200,1,9.997,321.0,6.66,5.93
353,52.95,0.73,37.12,0.55,partly-cloudy-day,0.0,0.0,0.0,1025.0,Mostly Cloudy,52.95,1421362800,0,9.997,339.0,4.83,3.8
354,51.01,0.73,36.63,0.58,partly-cloudy-night,0.0,0.0,0.0,1025.4,Mostly Cloudy,51.01,1421366400,0,9.997,319.0,3.2,3.2
355,48.55,0.73,37.06,0.64,partly-cloudy-night,0.0,0.0,0.0,1026.1,Mostly Cloudy,48.55,1421370000,0,9.997,340.0,1.95,1.95
356,47.36,0.73,36.99,0.67,partly-cloudy-night,0.0,0.0,0.0,1026.5,Mostly Cloudy,47.36,1421373600,0,9.997,310.0,1.83,1.83
357,44.46,0.73,37.39,0.76,partly-cloudy-night,0.0,0.0,0.0,1026.8,Mostly Cloudy,44.46,1421377200,0,9.997,311.0,0.39,0.1
358,43.46,0.73,36.06,0.75,partly-cloudy-night,0.0,0.0,0.0,1027.0,Mostly Cloudy,43.46,1421380800,0,9.997,302.0,1.92,1.92
359,41.13,0.74,36.18,0.82,partly-cloudy-night,0.0,0.0,0.0,1027.2,Mostly Cloudy,41.13,1421384400,0,9.997,305.0,0.35,0.05
360,39.89,0.74,34.87,0.82,partly-cloudy-night,0.0,0.0,0.0,1027.3,Mostly Cloudy,39.89,1421388000,0,9.997,311.0,0.34,0.03
361,39.51,0.74,34.48,0.82,partly-cloudy-night,0.0,0.0,0.0,1026.9,Mostly Cloudy,39.51,1421391600,0,9.997,311.0,1.8,1.8
362,38.11,0.74,34.56,0.87,partly-cloudy-night,0.0,0.0,0.0,1027.1,Mostly Cloudy,38.11,1421395200,0,9.02,314.0,0.46,0.02
363,36.16,0.74,33.18,0.89,partly-cloudy-night,0.0,0.0,0.0,1027.0,Mostly Cloudy,36.16,1421398800,0,7.999,308.0,0.23,0.02
364,35.43,0.74,32.89,0.9,partly-cloudy-night,0.0,0.0,0.0,1026.9,Mostly Cloudy,35.43,1421402400,0,7.9110000000000005,335.0,0.27,0.03
365,35.04,0.74,32.74,0.91,partly-cloudy-night,0.0,0.0,0.0,1026.8,Mostly Cloudy,35.04,1421406000,0,7.944,336.0,0.34,0.04
366,34.93,0.43,31.93,0.89,partly-cloudy-night,0.0,0.0,0.0,1027.1,Partly Cloudy,34.93,1421409600,0,7.977,349.0,0.39,0.05
367,34.77,0.19,32.2,0.9,clear-night,0.0,0.0,0.0,1027.4,Clear,34.77,1421413200,0,9.874,352.0,0.35,0.07
